tile,id,centroid,area_m2,min_veg_distance_m,risk_score,zone_1a_veg_density,zone_1b_veg_density,zone_2_veg_density,overlay_image
688f8a1f_08192_05120,2,"(43, 177)",76.9,7.14,0.06,0.0,0.021,0.0,overlay/688f8a1f_08192_05120.png
688f8a1f_08192_05632,0,"(209, 347)",263.8,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_08192_05632.png
688f8a1f_08192_06656,0,"(143, 394)",68.5,1.08,1.55,0.031,0.337,0.308,overlay/688f8a1f_08192_06656.png
688f8a1f_08192_07680,0,"(467, 364)",18.5,0.0,4.6,0.3,0.802,0.562,overlay/688f8a1f_08192_07680.png
688f8a1f_08192_07680,1,"(466, 73)",44.6,1.62,3.0,0.0,0.459,0.701,overlay/688f8a1f_08192_07680.png
688f8a1f_08192_07680,2,"(200, 64)",115.3,0.13,3.6,0.13,0.648,0.802,overlay/688f8a1f_08192_07680.png
688f8a1f_08192_08192,0,"(257, 460)",22.4,0.24,0.73,0.105,0.051,0.043,overlay/688f8a1f_08192_08192.png
688f8a1f_08192_08192,1,"(391, 233)",154.4,5.68,0.26,0.0,0.051,0.083,overlay/688f8a1f_08192_08192.png
688f8a1f_08192_08192,2,"(113, 66)",103.3,5.04,0.26,0.0,0.067,0.05,overlay/688f8a1f_08192_08192.png
688f8a1f_08192_08704,0,"(26, 450)",21.0,13.29,0.33,0.0,0.0,0.223,overlay/688f8a1f_08192_08704.png
688f8a1f_08192_08704,1,"(173, 264)",21.3,8.46,0.47,0.0,0.021,0.327,overlay/688f8a1f_08192_08704.png
688f8a1f_08192_08704,2,"(37, 231)",39.7,14.25,0.34,0.0,0.0,0.275,overlay/688f8a1f_08192_08704.png
688f8a1f_08192_08704,3,"(332, 212)",47.8,0.0,1.53,0.153,0.191,0.155,overlay/688f8a1f_08192_08704.png
688f8a1f_08192_08704,4,"(450, 90)",44.2,0.0,2.39,0.354,0.129,0.182,overlay/688f8a1f_08192_08704.png
688f8a1f_08192_08704,5,"(233, 50)",82.7,0.0,1.45,0.186,0.063,0.268,overlay/688f8a1f_08192_08704.png
688f8a1f_08192_09216,0,"(203, 391)",19.4,1.89,0.64,0.0,0.132,0.193,overlay/688f8a1f_08192_09216.png
688f8a1f_08192_09216,1,"(392, 190)",17.5,4.21,0.43,0.0,0.035,0.257,overlay/688f8a1f_08192_09216.png
688f8a1f_08192_09216,2,"(478, 165)",15.5,3.25,0.39,0.0,0.041,0.211,overlay/688f8a1f_08192_09216.png
688f8a1f_08192_09216,3,"(46, 130)",45.7,0.0,3.6,0.352,0.375,0.059,overlay/688f8a1f_08192_09216.png
688f8a1f_08192_09216,4,"(468, 24)",14.5,12.24,0.31,0.0,0.0,0.206,overlay/688f8a1f_08192_09216.png
688f8a1f_08192_09216,5,"(269, 86)",138.2,0.0,2.62,0.389,0.18,0.105,overlay/688f8a1f_08192_09216.png
688f8a1f_08192_09728,0,"(313, 493)",14.2,0.0,4.16,0.513,0.447,0.202,overlay/688f8a1f_08192_09728.png
688f8a1f_08192_09728,1,"(263, 67)",63.1,0.27,1.43,0.074,0.196,0.375,overlay/688f8a1f_08192_09728.png
688f8a1f_08192_09728,2,"(68, 18)",19.8,1.57,1.3,0.0,0.171,0.284,overlay/688f8a1f_08192_09728.png
688f8a1f_08192_10240,0,"(188, 443)",78.2,0.3,1.76,0.137,0.323,0.084,overlay/688f8a1f_08192_10240.png
688f8a1f_08192_11264,0,"(97, 461)",68.9,7.39,0.78,0.0,0.016,0.109,overlay/688f8a1f_08192_11264.png
688f8a1f_08192_11264,1,"(345, 446)",68.6,3.72,0.26,0.0,0.04,0.111,overlay/688f8a1f_08192_11264.png
688f8a1f_08192_11776,0,"(449, 393)",58.8,0.36,2.65,0.123,0.624,0.127,overlay/688f8a1f_08192_11776.png
688f8a1f_08192_11776,1,"(445, 89)",88.2,0.42,2.58,0.102,0.539,0.176,overlay/688f8a1f_08192_11776.png
688f8a1f_08192_12288,0,"(92, 378)",84.1,0.0,2.42,0.161,0.521,0.045,overlay/688f8a1f_08192_12288.png
688f8a1f_08192_12288,1,"(44, 90)",53.9,1.14,0.96,0.006,0.213,0.233,overlay/688f8a1f_08192_12288.png
688f8a1f_08192_13824,0,"(389, 375)",156.2,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_08192_13824.png
688f8a1f_08192_13824,1,"(373, 149)",168.6,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_08192_13824.png
688f8a1f_08192_14336,0,"(307, 221)",682.4,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_08192_14336.png
688f8a1f_08192_14848,0,"(221, 211)",697.5,0.12,0.99,0.173,0.043,0.0,overlay/688f8a1f_08192_14848.png
688f8a1f_08192_15360,0,"(388, 154)",30.4,0.0,3.4,0.355,0.33,0.506,overlay/688f8a1f_08192_15360.png
688f8a1f_08192_15872,0,"(132, 229)",123.0,0.0,1.0,0.164,0.06,0.0,overlay/688f8a1f_08192_15872.png
688f8a1f_08192_15872,1,"(68, 25)",25.5,12.06,0.07,0.0,0.0,0.058,overlay/688f8a1f_08192_15872.png
688f8a1f_08192_16384,0,"(395, 68)",102.7,1.58,1.07,0.0,0.281,0.183,overlay/688f8a1f_08192_16384.png
688f8a1f_08192_16896,0,"(44, 21)",14.5,7.51,0.21,0.0,0.046,0.061,overlay/688f8a1f_08192_16896.png
688f8a1f_08704_02560,0,"(415, 489)",28.6,0.06,7.21,0.739,0.893,0.655,overlay/688f8a1f_08704_02560.png
688f8a1f_08704_02560,1,"(88, 35)",22.4,0.38,3.3,0.072,0.563,0.753,overlay/688f8a1f_08704_02560.png
688f8a1f_08704_08192,0,"(372, 219)",143.3,0.0,1.14,0.13,0.147,0.04,overlay/688f8a1f_08704_08192.png
688f8a1f_08704_08192,1,"(106, 192)",163.8,0.55,1.28,0.149,0.153,0.058,overlay/688f8a1f_08704_08192.png
688f8a1f_08704_08704,0,"(390, 464)",63.1,14.94,0.28,0.0,0.0,0.225,overlay/688f8a1f_08704_08704.png
688f8a1f_08704_08704,1,"(235, 189)",259.4,0.0,1.66,0.195,0.227,0.0,overlay/688f8a1f_08704_08704.png
688f8a1f_08704_09216,0,"(63, 320)",25.2,9.68,0.15,0.0,0.001,0.116,overlay/688f8a1f_08704_09216.png
688f8a1f_08704_09216,1,"(401, 136)",144.3,0.54,0.77,0.049,0.177,0.0,overlay/688f8a1f_08704_09216.png
688f8a1f_08704_09216,2,"(103, 144)",127.6,0.0,1.26,0.172,0.125,0.018,overlay/688f8a1f_08704_09216.png
688f8a1f_08704_09728,0,"(187, 448)",151.7,1.98,1.03,0.0,0.325,0.047,overlay/688f8a1f_08704_09728.png
688f8a1f_08704_09728,1,"(437, 63)",66.7,1.5,1.02,0.0,0.299,0.099,overlay/688f8a1f_08704_09728.png
688f8a1f_08704_09728,2,"(146, 100)",109.7,1.88,0.82,0.0,0.224,0.121,overlay/688f8a1f_08704_09728.png
688f8a1f_08704_10240,0,"(195, 58)",72.5,4.34,0.68,0.0,0.108,0.281,overlay/688f8a1f_08704_10240.png
688f8a1f_08704_10752,0,"(265, 76)",133.0,4.48,0.76,0.0,0.153,0.243,overlay/688f8a1f_08704_10752.png
688f8a1f_08704_11264,0,"(127, 467)",78.7,0.0,4.35,0.486,0.511,0.307,overlay/688f8a1f_08704_11264.png
688f8a1f_08704_11264,1,"(439, 448)",68.4,0.0,3.99,0.272,0.781,0.227,overlay/688f8a1f_08704_11264.png
688f8a1f_08704_11264,2,"(333, 34)",35.6,0.19,2.26,0.14,0.37,0.363,overlay/688f8a1f_08704_11264.png
688f8a1f_08704_11264,3,"(84, 30)",28.6,2.28,0.9,0.0,0.107,0.462,overlay/688f8a1f_08704_11264.png
688f8a1f_08704_11776,0,"(486, 440)",22.5,6.37,0.3,0.0,0.057,0.098,overlay/688f8a1f_08704_11776.png
688f8a1f_08704_11776,1,"(25, 441)",27.3,3.48,0.6,0.0,0.171,0.07,overlay/688f8a1f_08704_11776.png
688f8a1f_08704_11776,2,"(472, 246)",50.5,0.48,0.78,0.099,0.05,0.109,overlay/688f8a1f_08704_11776.png
688f8a1f_08704_12288,0,"(47, 450)",42.6,15.48,0.03,0.0,0.0,0.02,overlay/688f8a1f_08704_12288.png
688f8a1f_08704_12288,1,"(36, 237)",46.6,13.78,0.03,0.0,0.0,0.025,overlay/688f8a1f_08704_12288.png
688f8a1f_08704_12288,2,"(268, 43)",18.8,0.0,0.47,0.087,0.005,0.015,overlay/688f8a1f_08704_12288.png
688f8a1f_08704_14336,0,"(91, 256)",147.9,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_08704_14336.png
688f8a1f_08704_14336,1,"(108, 63)",23.5,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_08704_14336.png
688f8a1f_08704_14336,2,"(416, 229)",314.2,999.0,0.0,0.0,0.0,0.0,overlay/688f8a1f_08704_14336.png
688f8a1f_08704_14848,0,"(100, 221)",328.0,0.0,1.84,0.302,0.084,0.065,overlay/688f8a1f_08704_14848.png
688f8a1f_08704_15872,0,"(171, 316)",133.9,0.0,1.83,0.206,0.268,0.0,overlay/688f8a1f_08704_15872.png
688f8a1f_08704_16384,0,"(325, 475)",48.5,0.0,1.37,0.182,0.104,0.121,overlay/688f8a1f_08704_16384.png
688f8a1f_08704_16384,1,"(482, 325)",19.2,8.77,0.24,0.0,0.015,0.157,overlay/688f8a1f_08704_16384.png
688f8a1f_08704_16384,2,"(313, 231)",89.8,0.0,1.44,0.193,0.113,0.105,overlay/688f8a1f_08704_16384.png
688f8a1f_08704_16896,0,"(163, 449)",48.3,0.0,2.42,0.237,0.36,0.126,overlay/688f8a1f_08704_16896.png
688f8a1f_08704_16896,1,"(340, 258)",172.9,1.2,1.22,0.004,0.252,0.353,overlay/688f8a1f_08704_16896.png
688f8a1f_09216_09728,0,"(388, 311)",242.4,5.0,0.11,0.0,0.037,0.0,overlay/688f8a1f_09216_09728.png
688f8a1f_09216_10240,0,"(47, 172)",54.1,1.53,0.4,0.0,0.09,0.108,overlay/688f8a1f_09216_10240.png
688f8a1f_09216_10240,1,"(230, 230)",139.3,0.0,0.76,0.074,0.127,0.007,overlay/688f8a1f_09216_10240.png
688f8a1f_09216_10240,2,"(208, 33)",19.4,0.0,3.71,0.598,0.241,0.0,overlay/688f8a1f_09216_10240.png
688f8a1f_09216_10752,0,"(335, 68)",101.7,0.93,0.4,0.023,0.093,0.005,overlay/688f8a1f_09216_10752.png
688f8a1f_09216_11264,0,"(440, 20)",22.3,0.36,1.38,0.116,0.217,0.12,overlay/688f8a1f_09216_11264.png
688f8a1f_09216_11264,1,"(116, 31)",56.5,0.19,2.65,0.246,0.173,0.117,overlay/688f8a1f_09216_11264.png
688f8a1f_09216_12288,0,"(63, 455)",47.6,0.08,1.42,0.216,0.106,0.018,overlay/688f8a1f_09216_12288.png
688f8a1f_09216_12288,1,"(458, 441)",42.3,1.02,0.29,0.013,0.059,0.04,overlay/688f8a1f_09216_12288.png
688f8a1f_09216_12288,2,"(59, 145)",117.9,4.44,0.27,0.0,0.076,0.033,overlay/688f8a1f_09216_12288.png
688f8a1f_09216_12800,0,"(433, 390)",86.4,0.6,0.25,0.014,0.022,0.089,overlay/688f8a1f_09216_12800.png
688f8a1f_09216_13312,0,"(98, 336)",64.3,7.23,0.3,0.0,0.064,0.089,overlay/688f8a1f_09216_13312.png
688f8a1f_09216_13312,1,"(262, 319)",35.0,0.0,1.34,0.198,0.117,0.0,overlay/688f8a1f_09216_13312.png
688f8a1f_09216_13824,0,"(463, 457)",35.0,4.7,0.08,0.0,0.021,0.011,overlay/688f8a1f_09216_13824.png
688f8a1f_09216_13824,1,"(161, 387)",212.4,0.7,0.16,0.022,0.019,0.0,overlay/688f8a1f_09216_13824.png
688f8a1f_09216_14336,0,"(479, 391)",19.2,1.5,1.0,0.0,0.323,0.024,overlay/688f8a1f_09216_14336.png
688f8a1f_09216_15360,0,"(375, 359)",221.7,0.0,4.61,0.3,0.735,0.72,overlay/688f8a1f_09216_15360.png
688f8a1f_09216_15872,0,"(151, 50)",77.4,0.66,2.28,0.122,0.554,0.012,overlay/688f8a1f_09216_15872.png
688f8a1f_09216_16384,0,"(472, 300)",18.9,3.02,0.49,0.0,0.099,0.157,overlay/688f8a1f_09216_16384.png
688f8a1f_09216_16384,1,"(323, 47)",55.9,0.0,2.95,0.373,0.36,0.005,overlay/688f8a1f_09216_16384.png
688f8a1f_09216_16896,0,"(240, 322)",276.2,0.25,0.74,0.069,0.122,0.021,overlay/688f8a1f_09216_16896.png
688f8a1f_09216_16896,1,"(131, 162)",25.6,0.96,0.53,0.018,0.136,0.023,overlay/688f8a1f_09216_16896.png
688f8a1f_09216_16896,2,"(184, 52)",49.2,0.18,1.15,0.129,0.16,0.02,overlay/688f8a1f_09216_16896.png
688f9793_00000_00512,0,"(407, 419)",135.1,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00000_00512.png
688f9793_00000_00512,1,"(88, 413)",132.8,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00000_00512.png
688f9793_00000_01024,0,"(416, 390)",166.2,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00000_01024.png
688f9793_00000_01024,1,"(121, 381)",195.9,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00000_01024.png
688f9793_00000_01536,0,"(425, 403)",136.1,15.58,0.01,0.0,0.0,0.005,overlay/688f9793_00000_01536.png
688f9793_00000_01536,1,"(161, 394)",178.8,9.75,0.01,0.0,0.0,0.007,overlay/688f9793_00000_01536.png
688f9793_00000_02048,0,"(29, 401)",46.6,6.0,0.07,0.0,0.02,0.006,overlay/688f9793_00000_02048.png
688f9793_00000_02048,1,"(246, 401)",178.8,7.9,0.05,0.0,0.007,0.02,overlay/688f9793_00000_02048.png
688f9793_00000_02560,0,"(401, 393)",173.7,11.42,0.09,0.0,0.0,0.073,overlay/688f9793_00000_02560.png
688f9793_00000_02560,1,"(138, 364)",217.6,7.89,0.19,0.0,0.038,0.058,overlay/688f9793_00000_02560.png
688f9793_00000_03072,0,"(230, 405)",137.3,13.44,0.11,0.0,0.0,0.092,overlay/688f9793_00000_03072.png
688f9793_00000_03584,0,"(59, 481)",26.7,15.02,0.53,0.0,0.0,0.211,overlay/688f9793_00000_03584.png
688f9793_00000_03584,1,"(303, 479)",55.0,13.63,0.36,0.0,0.0,0.287,overlay/688f9793_00000_03584.png
688f9793_00000_04096,0,"(401, 426)",135.0,3.44,0.19,0.0,0.005,0.137,overlay/688f9793_00000_04096.png
688f9793_00000_04096,1,"(96, 428)",117.6,4.01,0.18,0.0,0.005,0.133,overlay/688f9793_00000_04096.png
688f9793_00000_04608,0,"(209, 428)",122.1,11.25,0.34,0.0,0.0,0.271,overlay/688f9793_00000_04608.png
688f9793_00000_04608,1,"(443, 404)",97.5,9.42,0.26,0.0,0.005,0.197,overlay/688f9793_00000_04608.png
688f9793_00000_05120,0,"(490, 443)",20.7,11.99,0.37,0.0,0.0,0.158,overlay/688f9793_00000_05120.png
688f9793_00000_05120,1,"(38, 408)",56.2,7.06,0.29,0.0,0.019,0.184,overlay/688f9793_00000_05120.png
688f9793_00000_05632,0,"(479, 452)",26.6,13.3,0.37,0.0,0.0,0.144,overlay/688f9793_00000_05632.png
688f9793_00000_05632,1,"(83, 450)",72.6,12.7,0.22,0.0,0.0,0.177,overlay/688f9793_00000_05632.png
688f9793_00000_05632,2,"(311, 416)",152.6,9.05,0.41,0.0,0.014,0.297,overlay/688f9793_00000_05632.png
688f9793_00000_06144,0,"(335, 465)",95.1,8.92,0.28,0.0,0.004,0.214,overlay/688f9793_00000_06144.png
688f9793_00000_06144,1,"(74, 454)",61.5,10.98,0.21,0.0,0.0,0.171,overlay/688f9793_00000_06144.png
688f9793_00000_06656,0,"(238, 472)",119.8,0.0,0.83,0.073,0.073,0.197,overlay/688f9793_00000_06656.png
688f9793_00000_07168,0,"(46, 485)",17.5,13.02,0.59,0.0,0.0,0.368,overlay/688f9793_00000_07168.png
688f9793_00000_07168,1,"(431, 487)",22.6,12.18,0.52,0.0,0.0,0.387,overlay/688f9793_00000_07168.png
688f9793_00000_07168,2,"(199, 464)",39.6,9.46,0.63,0.0,0.005,0.491,overlay/688f9793_00000_07168.png
688f9793_00512_00512,0,"(407, 29)",40.6,25.64,0.8,0.0,0.0,0.043,overlay/688f9793_00512_00512.png
688f9793_00512_00512,1,"(113, 25)",36.6,22.76,0.08,0.0,0.0,0.063,overlay/688f9793_00512_00512.png
688f9793_00512_01024,0,"(393, 30)",34.2,24.33,0.01,0.0,0.0,0.005,overlay/688f9793_00512_01024.png
688f9793_00512_01024,1,"(162, 28)",28.1,23.73,0.01,0.0,0.0,0.005,overlay/688f9793_00512_01024.png
688f9793_00512_01536,0,"(423, 30)",30.9,25.09,0.01,0.0,0.0,0.006,overlay/688f9793_00512_01536.png
688f9793_00512_01536,1,"(199, 34)",35.8,27.52,0.01,0.0,0.0,0.006,overlay/688f9793_00512_01536.png
688f9793_00512_03072,0,"(80, 478)",33.1,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_03072.png
688f9793_00512_03072,1,"(449, 53)",47.3,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_03072.png
688f9793_00512_03072,2,"(262, 18)",14.5,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_03072.png
688f9793_00512_03584,0,"(292, 98)",149.4,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_03584.png
688f9793_00512_03584,1,"(66, 133)",129.8,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_03584.png
688f9793_00512_04096,0,"(369, 46)",58.3,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_04096.png
688f9793_00512_04096,1,"(91, 69)",91.8,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_04096.png
688f9793_00512_04608,0,"(479, 48)",23.2,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_04608.png
688f9793_00512_04608,1,"(215, 55)",80.5,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_04608.png
688f9793_00512_05120,0,"(33, 43)",22.3,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_00512_05120.png
688f9793_00512_05632,0,"(478, 48)",22.9,2.46,0.34,0.0,0.113,0.003,overlay/688f9793_00512_05632.png
688f9793_00512_05632,1,"(301, 67)",102.1,3.96,0.16,0.0,0.053,0.004,overlay/688f9793_00512_05632.png
688f9793_00512_05632,2,"(75, 64)",71.6,17.78,0.04,0.0,0.0,0.032,overlay/688f9793_00512_05632.png
688f9793_00512_06144,0,"(340, 101)",206.8,3.12,0.09,0.0,0.028,0.0,overlay/688f9793_00512_06144.png
688f9793_00512_06144,1,"(75, 78)",82.2,7.21,0.13,0.0,0.04,0.004,overlay/688f9793_00512_06144.png
688f9793_00512_06656,0,"(52, 403)",40.4,7.25,0.17,0.0,0.044,0.031,overlay/688f9793_00512_06656.png
688f9793_00512_06656,1,"(348, 80)",175.0,2.52,0.27,0.0,0.089,0.003,overlay/688f9793_00512_06656.png
688f9793_00512_06656,2,"(49, 61)",46.6,14.77,0.06,0.0,0.0,0.047,overlay/688f9793_00512_06656.png
688f9793_00512_07168,0,"(317, 106)",273.1,3.36,0.04,0.0,0.015,0.0,overlay/688f9793_00512_07168.png
688f9793_00512_07168,1,"(45, 79)",52.6,20.41,0.01,0.0,0.0,0.008,overlay/688f9793_00512_07168.png
688f9793_00512_07680,0,"(72, 457)",57.6,6.94,0.87,0.0,0.125,0.395,overlay/688f9793_00512_07680.png
688f9793_00512_07680,1,"(33, 106)",53.1,11.24,0.55,0.0,0.0,0.442,overlay/688f9793_00512_07680.png
688f9793_01024_02048,0,"(476, 371)",66.0,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_02048.png
688f9793_01024_02048,1,"(256, 321)",201.4,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_02048.png
688f9793_01024_02560,0,"(336, 367)",185.7,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_02560.png
688f9793_01024_02560,1,"(81, 342)",188.3,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_02560.png
688f9793_01024_03072,0,"(69, 141)",147.7,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_03072.png
688f9793_01024_03584,0,"(192, 476)",49.0,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_03584.png
688f9793_01024_03584,1,"(423, 383)",140.9,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_03584.png
688f9793_01024_04096,0,"(25, 396)",26.3,1.61,0.09,0.0,0.028,0.003,overlay/688f9793_01024_04096.png
688f9793_01024_04096,1,"(195, 279)",159.1,0.79,0.24,0.044,0.007,0.0,overlay/688f9793_01024_04096.png
688f9793_01024_04096,2,"(435, 240)",128.7,8.81,0.04,0.0,0.005,0.016,overlay/688f9793_01024_04096.png
688f9793_01024_04608,0,"(229, 238)",216.1,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_04608.png
688f9793_01024_04608,1,"(456, 238)",127.2,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_04608.png
688f9793_01024_05120,0,"(53, 267)",125.4,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_05120.png
688f9793_01024_05632,0,"(351, 268)",205.9,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_05632.png
688f9793_01024_05632,1,"(120, 284)",208.0,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_05632.png
688f9793_01024_06144,0,"(112, 273)",193.4,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_06144.png
688f9793_01024_06144,1,"(385, 286)",212.4,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_06144.png
688f9793_01024_06656,0,"(459, 274)",83.0,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_06656.png
688f9793_01024_06656,1,"(247, 286)",186.2,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01024_06656.png
688f9793_01024_07168,0,"(450, 297)",104.0,10.09,0.0,0.0,0.0,0.003,overlay/688f9793_01024_07168.png
688f9793_01024_07168,1,"(40, 273)",63.0,13.45,0.0,0.0,0.0,0.003,overlay/688f9793_01024_07168.png
688f9793_01024_07168,2,"(219, 287)",160.4,7.45,0.01,0.0,0.003,0.0,overlay/688f9793_01024_07168.png
688f9793_01024_07680,0,"(158, 315)",64.0,8.33,0.36,0.0,0.028,0.219,overlay/688f9793_01024_07680.png
688f9793_01024_07680,1,"(37, 288)",58.0,15.91,0.21,0.0,0.0,0.164,overlay/688f9793_01024_07680.png
688f9793_01536_02048,0,"(296, 478)",46.5,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01536_02048.png
688f9793_01536_03072,0,"(284, 457)",45.8,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01536_03072.png
688f9793_01536_03072,1,"(395, 305)",162.7,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01536_03072.png
688f9793_01536_03584,0,"(193, 68)",123.3,7.18,0.12,0.0,0.024,0.037,overlay/688f9793_01536_03584.png
688f9793_01536_04096,0,"(444, 456)",50.9,3.65,0.1,0.0,0.009,0.058,overlay/688f9793_01536_04096.png
688f9793_01536_04096,1,"(123, 446)",109.1,14.94,0.09,0.0,0.0,0.075,overlay/688f9793_01536_04096.png
688f9793_01536_04608,0,"(440, 450)",65.2,10.83,0.1,0.0,0.0,0.081,overlay/688f9793_01536_04608.png
688f9793_01536_04608,1,"(426, 166)",135.6,4.08,0.28,0.0,0.064,0.067,overlay/688f9793_01536_04608.png
688f9793_01536_05120,0,"(72, 446)",65.7,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01536_05120.png
688f9793_01536_05120,1,"(52, 171)",74.3,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01536_05120.png
688f9793_01536_05632,0,"(242, 415)",164.7,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01536_05632.png
688f9793_01536_05632,1,"(227, 184)",190.5,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_01536_05632.png
688f9793_01536_06144,0,"(245, 453)",93.8,21.82,0.0,0.0,0.0,0.003,overlay/688f9793_01536_06144.png
688f9793_01536_06144,1,"(227, 211)",243.2,6.67,0.01,0.0,0.002,0.0,overlay/688f9793_01536_06144.png
688f9793_01536_06656,0,"(294, 237)",345.5,3.12,0.02,0.0,0.006,0.0,overlay/688f9793_01536_06656.png
688f9793_01536_07168,0,"(254, 255)",416.1,1.84,0.06,0.0,0.019,0.0,overlay/688f9793_01536_07168.png
688f9793_01536_07680,0,"(228, 274)",64.5,1.66,0.15,0.0,0.046,0.011,overlay/688f9793_01536_07680.png
688f9793_01536_07680,1,"(73, 268)",121.1,2.22,0.23,0.0,0.078,0.0,overlay/688f9793_01536_07680.png
688f9793_02048_02048,0,"(26, 477)",13.2,5.4,0.15,0.0,0.05,0.0,overlay/688f9793_02048_02048.png
688f9793_02048_02048,1,"(411, 326)",132.5,14.78,0.03,0.0,0.0,0.021,overlay/688f9793_02048_02048.png
688f9793_02048_02048,2,"(297, 57)",102.9,13.91,0.02,0.0,0.0,0.016,overlay/688f9793_02048_02048.png
688f9793_02048_03072,0,"(103, 481)",48.4,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_02048_03072.png
688f9793_02048_03072,1,"(149, 287)",129.7,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_02048_03072.png
688f9793_02048_03072,2,"(293, 83)",142.3,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_02048_03072.png
688f9793_02048_03584,0,"(222, 305)",177.2,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_02048_03584.png
688f9793_02048_04096,0,"(423, 84)",109.6,3.6,0.03,0.0,0.009,0.0,overlay/688f9793_02048_04096.png
688f9793_02048_04096,1,"(174, 45)",45.3,17.19,0.01,0.0,0.0,0.004,overlay/688f9793_02048_04096.png
688f9793_02048_04608,0,"(373, 433)",61.0,16.15,0.01,0.0,0.0,0.006,overlay/688f9793_02048_04608.png
688f9793_02048_04608,1,"(108, 415)",142.2,13.98,0.01,0.0,0.0,0.007,overlay/688f9793_02048_04608.png
688f9793_02048_04608,2,"(461, 204)",72.6,5.92,0.03,0.0,0.011,0.0,overlay/688f9793_02048_04608.png
688f9793_02048_04608,3,"(425, 33)",44.5,2.01,0.05,0.0,0.017,0.0,overlay/688f9793_02048_04608.png
688f9793_02048_04608,4,"(33, 56)",30.2,10.86,0.01,0.0,0.0,0.005,overlay/688f9793_02048_04608.png
688f9793_02048_05120,0,"(114, 452)",92.8,0.43,0.58,0.106,0.009,0.014,overlay/688f9793_02048_05120.png
688f9793_02048_05120,1,"(89, 222)",136.0,2.41,0.1,0.0,0.034,0.0,overlay/688f9793_02048_05120.png
688f9793_02048_05120,2,"(47, 37)",27.0,8.54,0.06,0.0,0.012,0.018,overlay/688f9793_02048_05120.png
688f9793_02048_05632,0,"(311, 394)",166.4,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_02048_05632.png
688f9793_02048_05632,1,"(281, 148)",188.2,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_02048_05632.png
688f9793_02048_06144,0,"(304, 479)",48.3,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_02048_06144.png
688f9793_02048_06144,1,"(265, 206)",345.4,999.0,0.0,0.0,0.0,0.0,overlay/688f9793_02048_06144.png
688f9793_02048_06656,0,"(261, 264)",326.5,0.13,0.23,0.04,0.009,0.0,overlay/688f9793_02048_06656.png
688f9793_02048_07168,0,"(242, 235)",387.1,2.89,0.02,0.0,0.007,0.0,overlay/688f9793_02048_07168.png
